category_id,name,district,address,latitude,longitude,work_time,price,phone_number,image_url,page_url,description,장소,참가규모(명),수혜기관명,기관 홈페이지
,생활체조(기원주간보호센터),은평,서울 은평구 통일로87길 6-19,37.62387621,126.9188258,목 14:00~14:50,지자체에 문의,,,,생활체조,기원주간보호센터,11명,기원주간보호센터,http://www.kiwon.org/ 
,요가(두근두근도서관),은평,서울 은평구 진관2로 90,37.63380608,126.9256884,"수,금 10:00~10:50 ",지자체에 문의,,,,요가,두근두근도서관,15명,두근두근도서관,
,요가(산책마을 작은도서관),은평,서울 은평구 연서로 46길 7 ,37.63396525,126.9326829,"월,목 10:00~10:50",지자체에 문의,02-351-3677,,,요가,산책마을 작은도서관,15명,산책마을 작은도서관,
,배드민턴( 용두문화복지센터 (체육관)),동대문,서울 동대문구 고산자로28길 13,37.57532359,127.0391728,"화,수 10:00~11:30",지자체에 문의,02-6929-2647,,,배드민턴, 용두문화복지센터 (체육관),15명,용두문화복지센터,
,라인댄스(광장종합사회복지관),광진,서울 광진구 아차산로66길 8 2층,37.54103356,127.0970671,금 14:00~14:50,지자체에 문의,,,,라인댄스,광장종합사회복지관,,,http://www.gj.or.kr/xe/
,댄스스포츠(자양종합사회복지관),광진,서울 광진구 자양번영로 35,37.53289841,127.0752337,수 15:00~16:00,지자체에 문의,02-458-1665,,,댄스스포츠,자양종합사회복지관,,,http://www.jayang.or.kr/
,배드민턴(광장종합사회복지관),광진,서울 광진구 아차산로66길 8 2층,37.54103356,127.0970671,화 16:10~17:00,지자체에 문의,,,,배드민턴,광장종합사회복지관,,,http://www.gj.or.kr/xe/
,요가(광장종합사회복지관),광진,서울 광진구 아차산로66길 8 2층,37.54103356,127.0970671,화 15:30~16:10,지자체에 문의,,,,요가,광장종합사회복지관,,,http://www.gj.or.kr/xe/
,헬스(광진구청보건소 체력단련실),광진,서울 광진구 자양로 117,37.53853161,127.0819098,금 09:30~10:30,지자체에 문의,,,,헬스,광진구청보건소 체력단련실,10명,광진구청보건소 체력단련실,https://www.gwangjin.go.kr/health/main/main.do
,헬스(보건소 보건교육실),광진,서울 광진구 자양로 117,37.53853161,127.0819098,목 14:10~14:50,지자체에 문의,02-450-1422,,,헬스,보건소 보건교육실,30명,광진구보건소,www.gwangjin.go.kr/health/main/main.do 
,헬스(보건소 보건교육실),광진,서울 광진구 자양로 117,37.53853161,127.0819098,목 13:30~14:10,지자체에 문의,02-450-1422,,,헬스,보건소 보건교육실,30명,광진구보건소,www.gwangjin.go.kr/health/main/main.do 
,헬스(보건소 체력단련장),광진,서울 광진구 자양로 117,37.53853161,127.0819098,수 9:20~10:00,지자체에 문의,02-450-1422,,,헬스,보건소 체력단련장,20명,광진구보건소,www.gwangjin.go.kr/health/main/main.do 
,헬스(보건소 체력단련장),광진,서울 광진구 자양로 117,37.53853161,127.0819098,화 10:00~10:40,지자체에 문의,02-450-1422,,,헬스,보건소 체력단련장,20명,광진구보건소,www.gwangjin.go.kr/health/main/main.do 
,헬스(보건소 체력단련장),광진,서울 광진구 자양로 117,37.53853161,127.0819098,화 9:20~10:00,지자체에 문의,02-450-1422,,,헬스,보건소 체력단련장,20명,광진구보건소,www.gwangjin.go.kr/health/main/main.do 
,라인댄스(구의1동주민센터),광진,구의1동주민센터,37.55528505,127.1023537,금 10:40~11:20,지자체에 문의,02-450-1210,,,라인댄스,구의1동주민센터,,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10
,리듬댄스(구의1동주민센터),광진,구의1동주민센터,37.55528505,127.1023537,금 10:00~10:40,지자체에 문의,02-450-1210,,,리듬댄스,구의1동주민센터,,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10
,라인댄스(화양동 주민센터),광진,서울 광진구 능동로17길 39,37.54652678,127.0712676,목 11:50~12:30,지자체에 문의,02-450-1515,,,라인댄스,화양동 주민센터,,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10
,리듬댄스(화양동 주민센터),광진,서울 광진구 능동로17길 39,37.54652678,127.0712676,목 11:00~11:40,지자체에 문의,02-450-1515,,,리듬댄스,화양동 주민센터,,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10
,라인댄스(자양2동주민센터),광진,자양2동주민센터,36.34358218,127.4539153,화 14:50~16:30,지자체에 문의,02-450-1603,,,라인댄스,자양2동주민센터,,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10
,근력운동(자양2동주민센터),광진,자양2동주민센터,36.34358218,127.4539153,화 14;00~14:40,지자체에 문의,02-450-1603,,,근력운동,자양2동주민센터,,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10
,라인댄스(자양1동주민센터),광진,자양1동주민센터,36.06973351,129.0656911,화 11:50~12:30,지자체에 문의,02-450-1285,,,라인댄스,자양1동주민센터,,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10
,줌바댄스(자양1동주민센터),광진,자양1동주민센터,36.06973351,129.0656911,화 11:00~11:40,지자체에 문의,02-450-1285,,,줌바댄스,자양1동주민센터,,,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10
,축구(성동구민종합체육센터),성동,서울 성동구 왕십리로 89,37.54584153,127.044028,"화, 목 16:00~17:00",지자체에 문의,02-2204-7617,,,축구,성동구민종합체육센터,20명,성동구민종합체육센터,https://www.happysd.or.kr/index.do
,요가(구립장애인주간보호센터),용산,용산구 한강대로 331 3층,37.54790166,126.9714991,목 14:30~15:10 금 14:30~15:10,지자체에 문의,02-701-4282,,,요가,구립장애인주간보호센터,20명,구립장애인주간보호센터,https://happylog.naver.com/hlog/yongsan4282/home
,요가(구립용산장애인복지관),용산,효창원로 93길 49,37.54730707,126.961569,월 13:40~14:20 목 13:00~13:40 ,지자체에 문의,070-4657-2018,,,요가,구립용산장애인복지관,20명,구립용산장애인복지관,http://www.ysrehab.or.kr/
,요가(효창주민센터),용산,효창원로 161 효창주민센터 5층 대강당,37.54250834,126.9618379,월 11:00 ~11:50 수 11:00 ~11:50,지자체에 문의,,,,요가,효창주민센터,20명,햇빛자리주간보호시설,
,스트레칭(효창종합사회복지관),용산,효창동 5-65,37.54118506,126.9630008,금 09:30 ~ 12:00,지자체에 문의,,,,스트레칭,효창종합사회복지관,30명,효창종합사회복지관,https://www.hyochang.or.kr:6017/
,테라밴드(효창종합사회복지관),용산,효창동 5-65,37.54118506,126.9630008,목 09:30 ~ 12:00,지자체에 문의,,,,테라밴드,효창종합사회복지관,30명,효창종합사회복지관,https://www.hyochang.or.kr:6017/
,스트레칭(효창종합사회복지관),용산,효창동 5-65,37.54118506,126.9630008,수 09:30 ~ 12:00,지자체에 문의,,,,스트레칭,효창종합사회복지관,30명,효창종합사회복지관,https://www.hyochang.or.kr:6017/
,덤벨체조(효창종합사회복지관),용산,효창동 5-65,37.54118506,126.9630008,화 09:30 ~ 12:00,지자체에 문의,,,,덤벨체조,효창종합사회복지관,30명,효창종합사회복지관,https://www.hyochang.or.kr:6017/
,스트레칭(효창종합사회복지관),용산,효창동 5-65,37.54118506,126.9630008,월 09:30 ~ 12:00,지자체에 문의,,,,스트레칭,효창종합사회복지관,30명,효창종합사회복지관,https://www.hyochang.or.kr:6017/
,헬스(신당종합사회복지관),중구,중구 동호로11길 22 신당종합사회복지관,37.55436136,127.0095231,수 15:00~15:40,지자체에 문의,02-2231-1876,,,헬스,신당종합사회복지관,20명,신당종합사회복지관,http://www.shindang.or.kr/
,헬스(다산동주민센터),중구,서울 중구 동호로 15길50,37.55433289,127.0082945,목 14:00~14:40,지자체에 문의,02-3396-6740,,,헬스,다산동주민센터,15명,다산동주민센터,http://www.junggu.seoul.kr/dong/dasan/main.do
,헬스(청구동주민센터),중구,서울 중구 청구로 3길55,37.55706761,127.0146854,목 10:00~10:40,지자체에 문의,02-3396-6800,,,헬스,청구동주민센터,15명,청구동주민센터,http://www.junggu.seoul.kr/dong/cheonggu/main.do
,헬스(다산동주민센터),중구,서울 중구 동호로 15길50,37.55433289,127.0082945,화 14:00~14:40,지자체에 문의,02-3396-6740,,,헬스,다산동주민센터,15명,다산동주민센터,http://www.junggu.seoul.kr/dong/dasan/main.do
,헬스(청구동주민센터),중구,서울 중구 청구로 3길55,37.55706761,127.0146854,화 10:00~10:40,지자체에 문의,02-3396-6800,,,헬스,청구동주민센터,15명,청구동주민센터,http://www.junggu.seoul.kr/dong/cheonggu/main.do
,기타체육(종로1234가동주민센터),종로,"서울특별시 종로구 삼일대로30길 47 종로1,2,3,4가동 주민센터",37.57449203,126.9902334,월16:00~16:40,지자체에 문의,02-2148-5253,,,기타체육,종로1234가동주민센터,20명,종로1234가동주민센터,
,"헬스, 근력운동(황학동주민센터)",중구,서울특별시 중구 난계로11길 52,37.56742273,127.0213823,"수,금 10:30~11:30",지자체에 문의,02-3396-6907,,,"헬스, 근력운동",황학동주민센터,20명,황학동주민센터,
,에어로빅(훈련원공원종합체육관),중구,서울 중구 을지로227 훈련원공원 내,37.56692913,127.0043893,"월, 수, 금 10:10~11:00",지자체에 문의,02-2280-8394,,,에어로빅,훈련원공원종합체육관,14명,중구시설관리공단,http://www.e-junggu.or.kr/
