,category_id,name,district,address,latitude,longitude,work_time,price,phone_number,image_url,SNS url,page_url,description,책방 구분명
443,,종합서적,종로구,종로구 종로 258,37.57141277,127.0075763,,무료,02-2278-0939,,,,,새책방      
445,,좋은책서점,관악구,관악구 난곡로 184 대원빌딩 2층,37.47167022,126.9199812,,무료,02-866-7474,https://cdn.snunews.com/news/photo/202205/30695_30584_2555.jpg,,https://goodbookstore.modoo.at/,,새책방      
446,,주책,중랑구,중랑구 면목로55길 57,37.58433505,127.0850742,,무료,02-435-9990,,https://www.instagram.com/JUCHAEG/,,,새책방      
450,,중화문고,중랑구,중랑구 동일로 769 농협 지하 1층,37.59906992,127.0795732,,무료,02-435-2400,,,,,새책방      
455,,직매도서,종로구,종로구 종로40길 4 A-14호,37.5706569,127.0064795,,무료,02-2273-1331,,,,,새책방      
459,,질문서점 인공위성,구로구,구로구 구로중앙로27가길 32,37.49760525,126.8864852,,무료,070-4642-0255,,https://www.instagram.com/2lookbook,https://smartstore.naver.com/2lookbook,,새책방      
477,,책방난달,은평구,은평구 갈현로19길 10,37.62133549,126.9164744,,무료,0507-1340-5905,,https://www.instagram.com/bookstore.nandal/,,,새책방      
480,,책방이웃,서대문구,서대문구 증가로30길 29-2,37.58425029,126.9134735,,무료,02-334-4045,https://mblogthumb-phinf.pstatic.net/MjAyMTA1MDRfMyAg/MDAxNjIwMTA0NzU3NjY5.NIyhdsBUGyPsYP1NeOW0dRr7aJUYx-_mlXbbdVp8cPIg.1TLeqblSiEJytH5_hVC3oWW04EKUFn_I0naapK9dpNcg.JPEG.sdmstory/_REE8699.jpg?type=w800,https://www.instagram.com/neighborbooks/?hl=ko,https://smartstore.naver.com/neighborbooks,,새책방      
481,,책방진호,동작구,동작구 장승배기로 164,37.51231257,126.9403983,,무료,02-815-9363,,,,,헌책방      
484,,책사랑,중구,중구 청계천로 274 다21호,37.56942586,127.0080476,,무료,02-2275-8809,,,,,헌책방      
485,,책여행,도봉구,도봉구 창동 254-37,37.65297447,127.0452512,,무료,02-990-8664,,,,,헌책방      
496,,초원서점,광진구,광진구 뚝섬로 672,37.53175728,127.0841951,,무료,02-453-4570,https://mblogthumb-phinf.pstatic.net/MjAxOTA1MTBfMjE2/MDAxNTU3NDU0ODgwNjY4.P1lGA9gkkUz370NZ2mZCdCDDpghAMK6YsADroOMAUvQg.zMCcfjII7VSKGXpj1rFa67e-ravGwv7XzLJGs72xaxog.JPEG.kbcheckcard/2.%EC%B4%88%EC%9B%90%EC%84%9C%EC%A0%90.JPG?type=w800,,,,새책방      
498,,최인아책방,강남구,강남구 선릉로 521,37.50605141,127.0479091,,무료,02-2088-7330,"https://image.bookshopmap.com/600,fit,q60/venue/inabooks_15306518_199105787163511_4407194688365264896_n.jpg",https://www.instagram.com/inabooks,,,새책방      
499,,최인아책방 GFC점,강남구,테헤란로 152 1층,37.50002424,127.0365086,,무료,02-561-7330,https://mblogthumb-phinf.pstatic.net/MjAyMTEyMTRfMjI5/MDAxNjM5NDMzOTE2NzM1.OQAtMLKrm7ZSXomkR9LeAJYCJtBF42OKTTEWvAFdSMQg.CGdZATUz-ZbpDWdYiZ1ezvZy0FZz-ByRlc-IYTx3Ekwg.JPEG.jeongyun0822/SE-BB2FC0FA-0425-4895-83C9-14AD6C68B8C6.jpg?type=w800,https://www.instagram.com/inabooks__gfc,,,새책방      
500,,충암서점,은평구,은평구 가좌로5길 8,37.58614808,126.9216474,,무료,02-375-2997,,,,,새책방      
505,,케이피에스,마포구,마포구 월드컵북로5가길 18,37.56151974,126.9197455,,무료,02-3141-9293,,,,,새책방      
509,,코믹토토,양천구,양천구 은행정로 58,37.5247571,126.8592816,,무료,02-2693-2444,,,http://www.comictoto.com,,헌책방      
513,,키다리영어샵,노원구,노원구 노해로75길 14-26 효림빌딩 6층,37.65458166,127.0588877,,무료,0507-1413-0515,,,,,새책방      
518,,파움스서울,종로구,종로구 필운대로 15-10 4층,37.57786658,126.9691049,,무료,0507-1350-9125,https://bookshopmap.s3.ap-northeast-2.amazonaws.com/venue/20231001/9ad317807abd6950ff8481a9198eedb94489f5f5534a04342057141546c30462.jpeg?ver=1696135045,https://www.instagram.com/paumsseoul/,,,새책방      
523,,푸른문고,동작구,동작구 상도로 56,37.49960365,126.926517,,무료,02-823-4583,,,,,새책방      
527,,프린터스,강동구,양재대로 103길67,37.53373281,127.1341903,,무료,,,https://www.instagram.com/printersprintingclub,,,새책방      
531,,학림문고,강서구,허준로 139,37.56521522,126.8556671,,무료,02-2668-2944,,,,,새책방      
533,,학연서점,영등포구,영등포구 국제금융로6길33,37.52079083,126.926912,,무료,02-785-6623,,,,,새책방      
535,,한국서적,은평구,은평구 은평로9길 6 진보빌딩,37.60074563,126.9214446,,무료,02-387-4252,,https://www.instagram.com/k_book.store/,https://blog.naver.com/mamgobook,,새책방      
537,,한글서점문구,광진구,광진구 뚝섬로 480,37.53642449,127.0635473,,무료,02-462-2978,,,,,새책방      
545,,한미서적,송파구,송파구 문정동 156번지 가든파이브라이프 영관 4층,37.47761484,127.1249618,,무료,02-2157-6051,,,,,새책방      
554,,햇빛문고 푸른마을점,양천구,양천구 신정로11길 50-2,37.51150106,126.8384155,,무료,02-2688-3588,https://mblogthumb-phinf.pstatic.net/MjAyMzAyMDJfMjE4/MDAxNjc1MjY3MDk5MDk5.wpj8onx9Bjw_JXZgtdRWur5F_xhzw46uVQEcMGmxAWwg.YU7lJF53xbtrEE14EVwOdYwsToG_ARpCyw9iZz_FDR0g.JPEG.bluevisions/%ED%96%87%EB%B9%9B%EB%AC%B8%EA%B3%A0_(4).jpg?type=w800,,http://www.sunnybook.co.kr,,새책방      
561,,현대서적,강남구,강남구 압구정로 201,37.53153417,127.0292731,,무료,02-542-3894,,,,,새책방      
562,,현대서점,노원구,노원구 한글비석로 231 지하1층,37.64821677,127.0763172,,무료,02-951-3943 ,,,,,새책방      
567,,형제할인책문고,영등포구,영등포구 당산로 95 현대아파트 지하 1층,37.52402305,126.894863,,무료,02-2678-7054,,,https://brotherbook.modoo.at,,새책방      
