"연번","책방 이름","구 코드","구 이름","주소","전화번호","홈페이지 url","책방 구분","책방 구분명","위도","경도","SNS url"
"2798","알라딘 중고매장(대학로점)","300","종로구","종로구 창경궁로 236 이화빌딩 지하 1층","1544-2514","","0001","헌책방      ","37.5826436294265","126.998834230134",""
"2799","알라딘 중고매장(서울대입구역점)","320","관악구","관악구 관악로 171 지하 1층","1544-2514","","0001","헌책방      ","37.4805535066406","126.952233265214",""
"2800","알라딘 중고매장(수유점)","308","강북구","강북구 도봉로 342 2층","1544-2514","","0001","헌책방      ","37.6380345518337","127.026128675843",""
"2801","알라딘 중고매장(신림점)","320","관악구","관악구 신림로 318 청암위브 지하 1층","1544-2514","","0001","헌책방      ","37.4825754320038","126.930252917369",""
"2802","알라딘 중고매장(신촌점)","312","서대문구","서대문구 연세로 21 지하 1층","1544-2514","","0001","헌책방      ","37.5575724058679","126.936678276732",""
"2803","알라딘 중고매장(연신내점)","311","은평구","은평구 연서로 214","1544-2514","","0001","헌책방      ","37.6174450963706","126.919952107029",""
"2804","알라딘 중고매장(영등포점)","318","영등포구","영등포구 영중로 12 에쉐르 빌딩 지하 2층","1544-2514","","0001","헌책방      ","37.5176176142762","126.906506980596",""
"2805","알라딘 중고매장(이수역점)","319","동작구","동작구 사당로 310 지하 1층","1544-2514","","0001","헌책방      ","37.485015143952","126.981021812089",""
"2806","알라딘 중고매장(잠실롯데월드타워점)","323","송파구","송파구 올림픽로 305 지하 1층","1544-2514","","0001","헌책방      ","37.5149771693164","127.10421637903",""
"2807","알라딘 중고매장(잠실새내역점)","323","송파구","송파구 올림픽로 124 지하 1층","1544-2514","","0001","헌책방      ","37.5113937262815","127.084435017141",""
"2808","알라딘 중고매장(종로점)","300","종로구","종로구 삼일대로 395 지하 1층","1544-2514","","0001","헌책방      ","37.5699036176606","126.987359941594",""
"2809","알라딘 중고매장(합정점)","313","마포구","마포구 독막로 5 지하 1층","1544-2514","","0001","헌책방      ","37.5490198943184","126.914307860165",""
"2542","알지문구서점","324","강동구","강동구 고덕로 87 2층","02-481-2143","","0002","새책방      ","37.5549124257373","127.134960496916",""
"2543","알키미스타","311","은평구","은평구 응암로9길 24","02-6104-5803","https://smartstore.naver.com/alquimistar","0002","새책방      ","37.5878531253785","126.913893916158","https://www.instagram.com/alquimi_star"
"2545","얄라북스","301","중구","중구 을지로 114-6, 606호","02-2274-3331","https://studioyalla.com/","0002","새책방      ","37.5658338527593","126.990609042403",""
"2546","양곡서림","303","성동구","성동구 난계로 114-31 302호","02-722-9641","","0002","새책방      ","37.5612312466825","127.025952317395",""
"2548","양지서점","303","성동구","성동구 금호로 173 신금호파크자이상가동 24호","02-2234-2693","","0002","새책방      ","37.5562864094302","127.018152983884",""
"2547","양지서점","320","관악구","관악구 인헌6길 24","02-884-5495","","0002","새책방      ","37.4741312260839","126.965506669825",""
"2549","양현책세상","319","동작구","동작구 노량진로14길 9","02-812-9070","http://www.y-book.com/","0002","새책방      ","37.5130128840166","126.942127992596",""
"2550","어나더더블유","319","동작구","동작구 사당로30길 42","","https://blog.naver.com/shkb85","0002","새책방      ","37.4830896583872","126.980834160414","https://www.instagram.com/another_writing"
"2551","어쩌다 산책","300","종로구","종로구 동숭길 101 지하 1층","02-747-7147","","0002","새책방      ","37.5824614759455","127.004020011221","https://www.instagram.com/ujd.promenade"
"2552","어쩌다책방","313","마포구","마포구 월드컵로 19길 74","070-5121-5629","https://www.facebook.com/uhjjuhdah.bookshop","0002","새책방      ","37.5543449025345","126.906954093486","https://www.instagram.com/ujd.bookshop"
"2553","에덴서점","314","양천구","양천구 오목로 203","02-2605-8598","","0002","새책방      ","37.5257007921758","126.859953743609",""
"3021","에이포서점","319","동작구","만양로8길 68 지하1층","02-821-0158","http://www.a4book.net","0002","새책방      ","37.5104527132174","126.945805667761",""
"2555","엘지트윈문고(선덕점)","309","도봉구","도봉구 시루봉로 57 ","02-999-2117","","0002","새책방      ","37.6559311933231","127.027521712468",""
"2556","엘지트윈문고(쌍문점)","309","도봉구","도봉구 도당로 6","02-996-8324","","0002","새책방      ","37.6587118738827","127.035371175956",""
"2557","엠프티폴더스","320","관악구","관악구 행운1길 70 1호","0507-1302-4257","","0002","새책방      ","37.4817386473914","126.956547864391","https://www.instagram.com/emptyfolders"
"2558","여기서울 149쪽","301","중구","중구 서소문로6길 33","0507-1456-0192","","0002","새책방      ","37.5596795747976","126.967260378111","https://www.instagram.com/here.149p/"
"2921","여행마을","313","마포구","월드컵로17길 57 지하1층","0507-1495-8067","https://smartstore.naver.com/traveltown_book","0002","새책방      ","37.5548613535547","126.907756975663","https://www.instagram.com/traveltown_book"
"2559","역사책방","300","종로구","종로구 자하문로10길 24","02-733-8348","https://historybook.kr","0002","새책방      ","37.5792799858096","126.972846720343","https://www.instagram.com/historybook.kr"
"2810","연도서","320","관악구","관악구 남부순환로 1395 성우빌딩","02-868-2466","http://www.yeonvideo.co.kr","0001","헌책방      ","37.4804939428254","126.905746456166",""
"2561","연신내문고","311","은평구","은평구 통일로 861 범일빌딩 지하 1층","02-352-7600","http://www.ysnbook.com/","0002","새책방      ","37.619785035254","126.920193923417","https://www.instagram.com/ysnbooks"
"2562","연희서점","321","서초구","서초구 서초중앙로24길 43 유원아파트 상가 113호","02-595-9773","","0002","새책방      ","37.4959475181655","127.018985138118",""
"2563","열린문고","316","구로구","구로구 경인로47다길 4","02-2619-9724","","0002","새책방      ","37.5034259460553","126.863985002496",""
"2564","열린문고","306","중랑구","중랑구 공릉로2가길 6","02-977-9313","","0002","새책방      ","37.6124492605905","127.078762024139","https://www.instagram.com/mookdong_openbook/"
"2811","열린책방","315","강서구","강서구 등촌로35길 160 지하 1층","02-2653-7122","","0001","헌책방      ","37.5359343606602","126.862563277758",""
"2812","영광서점","300","종로구","종로구 종로58길 18","02-2252-6063","","0001","헌책방      ","37.5726983087546","127.017675642597",""
"2565","영일서점","315","강서구","강서구 등촌로 39길 7","02-2651-1893","","0002","새책방      ","37.5454830709495","126.861800376478",""
"2566","영파문고","323","송파구","송파구 올림픽로575 풍납동우체국","02-474-3700","","0002","새책방      ","37.5333450471847","127.121160080336",""
"2567","영풍문고(가산마리오점)","317","금천구","금천구 벚꽃로 266 마리오아울렛 3관 6층","02-2067-3820","","0002","새책방      ","37.4784457675388","126.885080837326",""
"2568","영풍문고(강남역점)","322","강남구","강남구 강남대로 408 YBM어학센터 2층","02-569-9070","","0002","새책방      ","37.499217028391","127.027537035005",""
"2569","영풍문고(강남포스코점)","322","강남구","강남구 테헤란로 440 포스코센터 지하 1층","02-3452-3112","","0002","새책방      ","37.5058149679709","127.056130956028",""
"2570","영풍문고(김포공항롯데점)","315","강서구","강서구 하늘길38 롯데몰 김포공항 스카이파크 GF층","02-6116-5541","","0002","새책방      ","37.5713698504776","126.80296035927",""
"2571","영풍문고(미아롯데점)","308","강북구","강북구 도봉로 62 롯데백화점 미아점 6층","02-944-2651","","0002","새책방      ","37.6145929759749","127.030517678336",""
"2572","영풍문고(사당역점)","321","서초구","서초구 방배천로 11 사당파스텔시티 지하 2층","02-3487-6213","","0002","새책방      ","37.4777007617804","126.982236074572",""
"2573","영풍문고(스타필드코엑스몰점)","322","강남구","강남구 영동대로 513 스타필드 코엑스몰 지하 1층 J101A호","02-6002-2718","","0002","새책방      ","37.5118239121138","127.059159043842",""
"2574","영풍문고(신림타임스트림점)","320","관악구","관악구 신림로 330 신림타임스트림 7층","02-889-9675  ","","0002","새책방      ","37.4838513393186","126.930234545397",""
"2575","영풍문고(여의도IFC몰점)","318","영등포구","영등포구 국제금융로 10 IFC몰 L2층","02-6137-5254","","0002","새책방      ","37.5251775245928","126.924876706923",""
"2576","영풍문고(왕십리역점)","303","성동구","성동구 왕십리광장로 17 비트플렉스 3층","02-2200-1600","","0002","새책방      ","37.5614417528647","127.038394194396",""
"2577","영풍문고(용산아이파크몰점)","302","용산구","용산구 한강대로23길 55 아이파크몰 리빙파크 3층","02-2012-0828","","0002","새책방      ","37.5297718014452","126.964741503485",""
"2578","영풍문고(종각종로본점)","300","종로구","종로구 청계천로 41 영풍빌딩 지하 1,2층","1522-2776","","0002","새책방      ","37.5696679696981","126.982179278549",""
"2579","영풍문고(홍대점)","313","마포구","마포구 양화로 161 지하 2층","02-2250-7733","","0002","새책방      ","37.5569362179065","126.923315607444","https://www.instagram.com/yp_hongdae/"
"2580","예나글방","322","강남구","강남구 삼성로 151 선경상가 지하1층 13호","02-562-4494","","0002","새책방      ","37.493154981993","127.062999980103",""
"2581","예람서점","303","성동구","성동구 고산자로 207 ","02-2292-2276","","0002","새책방      ","37.558675403262","127.033736509137",""
"2582","예림문고","315","강서구","강서구 곰달래로 227 지하 1층","02-2644-9182","","0002","새책방      ","37.5318442820234","126.858304024983",""
"2586","예일문고","309","도봉구","도봉구 노해로67길 2 지하1층","02-995-5206","","0002","새책방      ","37.6524302359464","127.050028339319",""
"2587","오에프알","300","종로구","종로구 자하문로12길 11-14","02-722-9357","https://mirabelle.shop","0002","새책방      ","37.5801412698262","126.971796038471","https://www.instagram.com/ofrseoul"
"3347","오케이어 맨션","313","마포구","와우산로11길 9-7 상수라이크 2층","0507-1474-1165","https://blog.naver.com/okermansion","0002","새책방      ","37.5485924106582","126.922447143091","https://www.instagram.com/okermansion"
"2588","오프 투 얼론(off to alone)","300","종로구","종로구 자하문로15길 26-4","","https://www.facebook.com/offtoalone","0002","새책방      ","37.5808033871182","126.969528157853","https://www.instagram.com/off_to_alone"
"2589","옥수서재","303","성동구","성동구 한림말1길 16-1 지하1층","","","0002","새책방      ","37.5427367271754","127.016413347817","https://www.instagram.com/oksubook"
"2590","온고당서점","313","마포구","마포구 월드컵북로 41","0507-1403-9313","http://ongodangbook.co.kr/","0002","새책방      ","37.557937966982","126.91811330099","https://www.instagram.com/ongodangbook/"
"2591","올오어낫싱","317","금천구","금천구 시흥대로 315 2층 204호","02-867-7595","http://allornothing.modoo.at/","0002","새책방      ","37.4609911113644","126.896265163559","https://www.instagram.com/allornothing_deardark"
"2592","와룡서적문구","302","용산구","용산구 장문로 97","02-798-0577","","0002","새책방      ","37.5262597329418","127.000398780608",""
"2593","와우북트윈점","318","영등포구","영등포구 여의대로 128 동관 지하1층","02-783-2929","","0002","새책방      ","37.5279271045092","126.929241174348",""
"2595","우리서점","322","강남구","강남구 개포로82길 13-15 남강빌딩 2층 202호","02-3411-3215","","0002","새책방      ","37.4888205064565","127.0683478467",""
"2596","우면한솔서점","321","서초구","서초구 태봉로 70 우면프라자 지하1층","02-529-5949","","0002","새책방      ","37.4645381767935","127.025583027818",""
"2984","월드매거진","322","강남구","논현로149길 75","0507-1414-6922","http://www.magazinebook.co.kr","0002","새책방      ","37.5163481312987","127.022758594327","http://www.instagram.com/worldmag.co.kr"
"2993","월드문고","307","성북구","동소문로 59 지하","02-925-4885","https://smartstore.naver.com/kimbookstore","0002","새책방      ","37.5914460851314","127.012002151894",""
"2597","월촌문고","314","양천구","양천구 목동서로 35 목동프라자 지하 1층","0507-1413-4144","","0002","새책방      ","37.5376381109502","126.882112068994",""
"3348","위례북카페 퍼스트플로어","323","송파구"," 위례광장로 270 Y동 2층 214호","0507-1385-6703","https://f1rstf1oor.modoo.at/","0002","새책방      ","37.47669596771655","127.14309642808304","https://www.instagram.com/first_floor__/"
"2598","위트 앤 시니컬","300","종로구","종로구 창경궁로 271-1 동양서림 2층","0507-1322-6015","http://witncynical.com","0002","새책방      ","37.5855682577741","127.000601419034","https://www.instagram.com/witncynical"
"2599","유어마인드","312","서대문구","서대문구 연희로11라길 10-6 2층","070-8821-8990","http://your-mind.com","0002","새책방      ","37.5683973491036","126.930303483303","https://www.instagram.com/your_mind_com"
"2600","유한서적","300","종로구","종로구 종로 258 덕성빌딩 A-6호","02-2279-5936","","0002","새책방      ","37.5706568981549","127.006479473351",""
"2601","은마서적","322","강남구","강남구 삼성로 212 은마상가 2층","02-562-7660","","0002","새책방      ","37.4996157705058","127.065915414443",""
"2602","은평문고","311","은평구","은평구 응암로 188 2층","0507-1376-5861","","0002","새책방      ","37.5896253463418","126.917380451816",""
"3330","음악플러스","321","서초구","남부순환로 317길 82-4","02-2055-2531","http://www.eumakplus.com/","0002","새책방      ","37.4831892069508","127.010718493623",""
"2603","이그잼플러스","319","동작구","동작구 노량진로14가길 16","02-823-2223","http://www.examplus.net","0002","새책방      ","37.5126013305635","126.943482559841",""
"2604","이나영책방","320","관악구","관악구 신사로 66-1 3층","0507-1498-4402","","0002","새책방      ","37.4854548599146","126.910331562456","https://www.instagram.com/nayounggam_"
"2605","이라선","300","종로구","종로구 효자로7길 5 1층","0507-1413-0908","https://smartstore.naver.com/irasun","0002","새책방      ","37.5788692727066","126.973463064976","https://www.instagram.com/irasun_official"
"2606","이레서적","322","강남구","강남구 선릉로 843 1층","02-515-3990","http://www.eraebook.co.kr","0002","새책방      ","37.5272158794107","127.040210381284","https://www.instagram.com/eraebook.co.kr"
"2607","이루리북스(구 프레드릭북스)","313","마포구","마포구 독막로 320 태영데시앙루브 오피스텔 지하1층 B105호","0507-1338-1027","https://www.frederic.co.kr/","0002","새책방      ","37.5429644969765","126.94787346379","https://www.instagram.com/yrurybooks"
"3130","이마녀 중국어 스프","313","마포구","마포구 어울마당로5길 52 2층","02-333-1314","http://hululuc.com/","0002","새책방      ","37.5500843288015","126.917980210869","https://www.instagram.com/witchlee_chinese/"
"2813","이상한 나라의 헌책방","311","은평구","은평구 서오릉로 18","070-7698-8903","http://www.2sangbook.com","0001","헌책방      ","37.6029021139208","126.926270579443",""
"2608","이후북스","313","마포구","마포구 망원로4길 24 2층","","http://blog.naver.com/now_afterbooks","0002","새책방      ","37.5556056661003","126.901941427163","https://www.instagram.com/now_afterbooks"
"2609","인덱스숍","304","광진구","광진구 아차산로 200 커먼그라운드 3층","02-2122-1259","http://smartstore.naver.com/theindexshop","0002","새책방      ","37.5410566332301","127.065669226745","https://www.instagram.com/indexshop.kr"
"2611","일단불온 ","318","영등포구","영등포구 당산로18길 16-1","0507-1324-1802","https://brunch.co.kr/@lshts0802","0002","새책방      ","37.5228020875664","126.89792593966","https://www.instagram.com/bulon0802"
"2612","일등문고","320","관악구","관악구 신림로 131 지하1층","02-2671-8434","","0002","새책방      ","37.4709501344522","126.934626158749",""
"2613","일등서점","320","관악구","관악구 신림로128 지하1층","070-4151-3007","","0002","새책방      ","37.4714874867172","126.935262030255",""
"2614","일신서점","323","송파구","송파구 송파대로38길 2-9 110호","02-419-9184","","0002","새책방      ","37.5001489959029","127.11244838162",""
"2616","일일호일","300","종로구","종로구 자하문로 52","02-737-1101","https://www.11ho1.com/ ","0002","새책방      ","37.5806468175928","126.971422023434","https://www.instagram.com/11ho1_bookshop"
"3132","잉크앤페더","321","서초구","서초구 반포대로 105 다안빌딩 지하 1,2층","02-3478-0505","https://www.inknfeather.com/","0002","새책방      ","37.4895173548362","127.008407716668","https://www.instagram.com/inknfeather/"
"2617","자각몽","300","종로구","종로구 창경궁로 297-2","0507-1314-5152","","0002","새책방      ","37.5873300280192","127.00278298725","https://www.instagram.com/artbooks_jgm"
"3206","자고로","316","구로구","구로구 신도림로 20","070-7722-7009","","0001","헌책방      ","37.5066016695447","126.878751845875",""
"2987","자매서점","304","광진구","용마산로22길 19","02-457-3078","","0002","새책방      ","37.5637245205374","127.088031440298","https://www.facebook.com/Daewonsisters"
"2618","자상한시간","320","관악구","관악구 중앙길 59","02-877-1015","https://blog.naver.com/vodvod279","0002","새책방      ","37.4848385453169","126.951621898906","https://www.instagram.com/jasanghansigan"
"2619","자연책사랑","318","영등포구","영등포구 의사당대로97"," 02-783-1949 ","","0002","새책방      ","37.522516139033","126.924586046016","https://blog.naver.com/jayun/222052792270"
"2620","작업책방 씀","313","마포구","마포구 월드컵로13길 19-17","0507-1346-6818","http://smaratore.naver.com/booknwork_sseum","0002","새책방      ","37.5552099615439","126.909284380964","https://www.instagram.com/booknwork_sseum"
"2622","장미문고","323","송파구","송파구 올림픽로35길 112","02-423-0872","","0002","새책방      ","37.5178827571707","127.101802779596",""
"2623","장안현대문고","305","동대문구","동대문구 답십리로72길 36 지하1층","02-3394-5330","","0002","새책방      ","37.5705688666081","127.073656106144",""
"2625","전농서적","305","동대문구","동대문구 사가정로 119","02-2245-2248","","0002","새책방      ","37.5779292186394","127.058271570246",""
"2626","정다운문고","313","마포구","대흥로 94 크로바빌딩","02-703-2666","","0002","새책방      ","37.5481114561943","126.942445899879",""
"2814","정연재","300","종로구","종로구 삼일대로 443","02-733-5023","","0001","헌책방      ","37.5739568012625","126.987055084503",""
"2627","정용서점","300","종로구","종로구 율곡로22길 20","02-2266-7772","","0002","새책방      ","37.5742863368675","127.005482818999",""
"2815","정은도서","301","중구","중구 청계천로 274 1층","02-2285-1784","","0001","헌책방      ","37.5694258617472","127.00804756339",""
"2816","정은서점","312","서대문구","서대문구 증가로21길 38","02-305-9201","www.jbstore.co.kr","0001","헌책방      ","37.579873721866","126.913484567834",""
"2628","정의문고","309","도봉구","도봉구 노해로49길 69-4 ","02-907-4775","","0002","새책방      ","37.6523647079499","127.032285173804",""
"2629","제로헌드레드","313","마포구","마포구 희우정로10길 33","","https://zerohundredbooks.com","0002","새책방      ","37.5533578320154","126.905782990985","https://www.instagram.com/_zerohundred_"
"2630","제일서점","300","종로구","종로 258-2 가로판매대","02-2279-7236","","0002","새책방      ","37.5706568981549","127.006479473351",""
"2632","제일서점","319","동작구","동작구 노량진로16길 30 2층","02-822-3191","http://www.jeilbook.com/","0002","새책방      ","37.5122909712444","126.943937488626",""
"2631","제일서점","318","영등포구","영등포구 의사당대로1 국회소통관"," 02-780-6306 ","","0002","새책방      ","37.5329119742768","126.916403869603",""
"2633","조은이책","313","마포구","마포구 월드컵북로27길 6","070-7617-6949 ","https://blog.naver.com/cchhoni","0002","새책방      ","37.5672451265369","126.909186139421","https://www.instagram.com/chouni.chaeg"
"3331","조이엔영","300","종로구","종로 183 효성주얼리시티 지하2층 S2016","","https://blog.naver.com/yonkihong","0002","새책방      ","37.57148427221123","126.99866879597535","https://www.instagram.com/yonkihong/"
"2634","종로문고","315","강서구","강서구 강서로 45길 39 지하1층","02-2608-4780","","0002","새책방      ","37.5478240565918","126.833972867298",""
"2635","종로서적","300","종로구","종로구 종로 51 종로타워 지하 2층","0507-1418-2331","http://jongnobooks.com","0002","새책방      ","37.5707451369668","126.983611410428","https://www.instagram.com/jongnobooks_official/"
"2636","종암문고","307","성북구","성북구 종암로 86 2층","02-915-6427","","0002","새책방      ","37.5979156954327","127.035222004671",""
"2637","종합서적","300","종로구","종로구 종로 258","02-2278-0939","","0002","새책방      ","37.571412767882","127.007576309534",""
"2817","좋은책많은데","310","노원구","노원구 공릉로43길 1 대상빌딩 지하","02-434-1716","","0001","헌책방      ","37.6261172198006","127.079335142759",""
"2638","좋은책서점","320","관악구","관악구 난곡로 184 대원빌딩 2층","02-866-7474","https://goodbookstore.modoo.at/","0002","새책방      ","37.471670222214","126.919981209825",""
"3182","주책","306","중랑구","중랑구 면목로55길 57","02-435-9990","","0002","새책방      ","37.5843350465868","127.085074247192","https://www.instagram.com/JUCHAEG/"
"2639","중곡서점","304","광진구","광진구 능동로49길 40","02-466-6235","","0002","새책방      ","37.5650201193232","127.081293310069",""
"3134","중국서점","300","종로구","종로구 종로 19 르메이에르종로타운1","02-722-4688","http://www.chinabook.co.kr/","0002","새책방      ","37.5708444878121","126.979923668151",""
"2818","중랑중고책갤러리","306","중랑구","중랑구 동일로 805-1","","","0001","헌책방      ","37.6023851358191","127.079005080165",""
"2640","중화문고","306","중랑구","중랑구 동일로 769 농협 지하 1층","02-435-2400","","0002","새책방      ","37.5990699200207","127.07957320692",""
"3183","중화서국","301","중구","중구 남대문로 52-5","02-777-0090","https://www.ichinabook.com","0002","새책방      ","37.5621198047309","126.981717024453","https://www.instagram.com/ichinabook"
"2641","지구불시착","310","노원구","노원구 화랑로 464","02-977-1318","https://smartstore.naver.com/unplannedearth","0002","새책방      ","37.6185085207012","127.078860842844","https://www.instagram.com/illruwa2"
"2642","지금의세상","319","동작구","동작구 동작대로3길 41"," ","https://smartstore.naver.com/the_present_world","0002","새책방      ","37.47866794954","126.979194712879","https://www.instagram.com/the_present_world"
"2643","지식을담다","307","성북구","성북구 고려대로24가길 17 소낭구 빌딩","02-927-8044","","0002","새책방      ","37.5853348455245","127.030463046642","https://www.instagram.com/jidambooks/"
"2644","직매도서","300","종로구","종로구 종로40길 4 A-14호","02-2273-1331","","0002","새책방      ","37.5706568981549","127.006479473351",""
"2645","진부책방스튜디오","313","마포구","마포구 잔다리로 112 2층","070-5142-1600","https://www.youtube.com/channel/UC3XomNp3nmqI4eKmXjA4lag","0002","새책방      ","37.5569989279023","126.914401261061","https://www.instagram.com/jinbubooks"
"2646","진영문고","321","서초구","서초구 방배로 60","02-3471-1997","","0002","새책방      ","37.4801734704461","126.998891788479",""
"2647","진학서점","314","양천구","양천구 목동로 177","02-2692-0481","","0002","새책방      ","37.5243130726645","126.864513740822",""
"2648","질문서점 인공위성","316","구로구","구로구 구로중앙로27가길 32","070-4642-0255","https://smartstore.naver.com/2lookbook","0002","새책방      ","37.4976052474036","126.886485187292","https://www.instagram.com/2lookbook"
"2649","차일드북앤토이","303","성동구","성동구 무학봉길 62-2","02-2294-5752","https://smartstore.naver.com/booksalang/products/5419570415","0002","새책방      ","37.5605899863266","127.029494890814",""
"2819","창문사","301","중구","중구 청계천로 274 다27호","02-2265-3227","","0001","헌책방      ","37.5694258617472","127.00804756339",""
"2650","창문서점","308","강북구","강북구 월계로 55","02-982-4943","","0002","새책방      ","37.6121806974249","127.035563978783",""
"2651","채그로","313","마포구","마포구 마포동 388-5 아리수빌딩 9층(8층, 6층)","0507-1341-0325","https://checkngrow.modoo.at","0002","새책방      ","37.5356515913359","126.944258643662","https://www.instagram.com/check_grow"
"2652","채플린문구와서점","324","강동구","강동구 천호대로219길 64","02-428-0779","","0002","새책방      ","37.5485887243222","127.17114514801",""
"2653","책가도","309","도봉구","도봉구 마들로11가길 6-25 7층","0507-1474-1386","https://pf.kakao.com/_lkBis","0002","새책방      ","37.6522203633914","127.049035628214","https://www.instagram.com/chaekgado"
"2654","책과얽힘","322","강남구","강남구 선릉로 133길 15 1층","02-542-9383","","0002","새책방      ","37.5179481227076","127.039539489816","https://www.facebook.com/EntangledwithBooks"
"2903","책그리고","321","서초구","방배천로 132","070-4001-9587","","0002","새책방      ","37.4876361916325","126.985590234255","https://www.instagram.com/booksand_cafe"
"2655","책마을서점","318","영등포구","영등포구 여의대방로 25 보라매경남아너스빌 상가113호","02-844-8086","","0002","새책방      ","37.494711675687","126.90897844388",""
"2656","책바","312","서대문구","서대문구 연희맛로 24 101호","0507-1402-5858","https://smartstore.naver.com/chaegbar","0002","새책방      ","37.5668658680696","126.930356525151","https://www.instagram.com/chaegbar "
"3137","책방 봄","310","노원구","노원구 상계로3길 38-8 3층","02-931-5601","https://blog.naver.com/books_bom","0002","새책방      ","37.6579748616037","127.063040391517","https://www.instagram.com/books.bom/"
"2660","책방 사춘기","313","마포구","마포구 월드컵북로9길 30","0507-1443-0086","https://smartstore.naver.com/sachungibook","0002","새책방      ","37.5587492991468","126.915659272985","https://www.instagram.com/sachungibook"
"3153","책방 시나브로","311","은평구","은평구 응암로25길 11-1","0507-1356-1078","https://blog.naver.com/godlovelyhs","0002","새책방      ","37.6087265339841","126.911064443475","https://www.instagram.com/littlebylittlebook/"
"3139","책방 이올시다","313","마포구","마포구 포은로 146","0507-1380-2230","https://blog.naver.com/bookshopiolsida","0002","새책방      ","37.5596289550141","126.903114128503","https://www.instagram.com/iolsida.bookshop/"
"3101","책방 죄책감","302","용산구","용산구 청파로47길 8 2층","0507-1416-1197","","0002","새책방      ","37.5449567377415","126.970020731734","https://www.instagram.com/guilty_books_/"
"2662","책방곱셈","313","마포구","마포구 성미산로29길 33","0507-1320-8063","https://blog.naver.com/bookstorethex","0002","새책방      ","37.5653409837311","126.921803965358","https://www.instagram.com/bookstorethex"
"2663","책방공책","316","구로구","연동로 287 그린빌라 상가 2층","050-5929-1076","https://blog.naver.com/paramsoldam","0002","새책방      ","37.487299878486","126.823249100217","https://www.instagram.com/bookroom_note"
"2664","책방난달","311","은평구","은평구 갈현로19길 10","0507-1340-5905","","0002","새책방      ","37.6213354931545","126.916474415231","https://www.instagram.com/bookstore.nandal/"
"2667","책방서로","313","마포구","마포구 연남로11길 46","0507-1401-1322","https://www.facebook.com/seorobooks","0002","새책방      ","37.5653498409817","126.916451280974","https://www.instagram.com/seorobooks"
"2661","책방연희","313","마포구","마포구 와우산로 35길 3 지하1층","0507-1429-5502 ","https://blog.naver.com/chaegbangyeonhui","0002","새책방      ","37.5554354735152","126.930218680507","https://www.instagram.com/chaegbangyeonhui"
"3154","책방이웃","312","서대문구","서대문구 증가로30길 29-2","02-334-4045","https://smartstore.naver.com/neighborbooks","0002","새책방      ","37.5842502887464","126.913473502667","https://www.instagram.com/neighborbooks/?hl=ko"
"2820","책방진호","319","동작구","동작구 장승배기로 164","02-815-9363","","0001","헌책방      ","37.5123125744472","126.94039831748",""
"2672","책보냥","307","성북구","성북구 성북로10가길 21","0507-1330-9814","","0002","새책방      ","37.5927192146133","127.00314439091","https://www.instagram.com/chaekbonyang"
"2821","책빵 중고서점","315","강서구","강서구 화곡로 268 대송빌딩 2층","02-400-8447","","0001","헌책방      ","37.548530711068","126.847118326189",""
"2822","책사랑","301","중구","중구 청계천로 274 다21호","02-2275-8809","","0001","헌책방      ","37.5694258617472","127.00804756339",""
"3207","책여행","309","도봉구","도봉구 창동 254-37","02-990-8664","","0001","헌책방      ","37.6529744666055","127.045251196129",""
"2673","책의기분","307","성북구","성북구 돌곶이로 9길 5-19","0507-1333-0299","","0002","새책방      ","37.6061657681713","127.061115330821","https://www.instagram.com/booksmood_/"
"2823","책의향기서점","315","강서구","강서구 화곡로51길 18","02-2608-3982","","0001","헌책방      ","37.5506770095933","126.847282220269",""
"2674","책이는당나귀","320","관악구","관악구 당곡6길 6","","https://blog.naver.com/check2dang","0002","새책방      ","37.4914769500481","126.928016690007","https://www.instagram.com/check2dang"
"2675","책익다","313","마포구","마포구 와우산로29마길 10-3 2층","0507-1391-0315","","0002","새책방      ","37.5556485023972","126.926414602646","https://www.instagram.com/book.ikda"
"2676","책인감","310","노원구","노원구 동일로 182길 63-1 2층"," 0507-1302-7286","https://blog.naver.com/lcj2020a","0002","새책방      ","37.6235918645771","127.077542009551","https://www.instagram.com/chaegingam"
"2824","책읽는마을","300","종로구","종로구 종로58길 41","02-2234-6563","","0001","헌책방      ","37.5717572313412","127.018765856837",""
"2678","책크인","313","마포구","마포구 성미산로29안길 29 2층","","https://smartstore.naver.com/checkin_books","0002","새책방      ","37.5657222278679","126.92350434288","https://www.instagram.com/checkin_books"
"2825","청계천서점","300","종로구","종로구 종로58길 41","02-2234-5976","","0001","헌책방      ","37.5717572313412","127.018765856837",""
"2680","청맥살롱","319","동작구","동작구 서달로 161-1 2층","02-822-1605","https://www.facebook.com/chmk.salon","0002","새책방      ","37.50781349616","126.962259192031","https://www.instagram.com/seodalro161_1"
"2682","초방책방","312","서대문구","서대문구 연대동문길 63","02-392-0277","http://www.chobang.com","0002","새책방      ","37.5650272920849","126.945031907423","https://www.instagram.com/chobang22"
"2683","초원서점","304","광진구","광진구 뚝섬로 672","02-453-4570","","0002","새책방      ","37.5317572764474","127.084195149306",""
"2684","초콜릿책방","312","서대문구","서대문구 연희로5길 46-11","02-332-7573","https://brunch.co.kr/magazine/chocobookshop","0002","새책방      ","37.5655502946246","126.926880369176","https://www.instagram.com/chocobookcafe"
