"일련번호","지역구","제목","내용","대상","종목","일시","장소","참가규모(명)","수혜기관명","주소","전화번호","기관 홈페이지"
"5275","노원","어르신체육활동사업","일반체육활동사업","어르신","탁구","월 15:40~16:20","온수골행복발전소","20","온수골행복발전소","서울특별시 노원구 노원로 522 지하1층","010-6338-3199",""
"5274","노원","어르신체육활동사업","일반체육활동사업","어르신","탁구","월 15:00~15:40","온수골행복발전소","20","온수골행복발전소","서울특별시 노원구 노원로 522 지하1층","010-6338-3199",""
"5273","노원","일반체육활동사업","일반체육활동사업","유소년","학교체육(기초체력등)","목 15:40~16:20","청계초등학교","20","청계초등학교","서울특별시 노원구 공릉로 431","02-949-2824","scg.sen.es.kr/"
"5272","노원","일반체육활동사업","일반체육활동사업","유소년","학교체육(기초체력등)","목 15:00~15:40","청계초등학교","20","청계초등학교","서울특별시 노원구 공릉로 431","02-949-2824","scg.sen.es.kr/"
"5271","노원","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","금 10:20~11:00","중계데이케어센터","20","중계데이케어센터","서울특별시 노원구 덕릉로 662","02-952-0502",""
"5270","노원","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","목 10:40~11:20","공릉보건지소","20","공릉보건지소","서울특별시 노원구 공릉로 166-1","02-2116-4981",""
"5269","노원","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","목 10:00~10:40","공릉보건지소","20","공릉보건지소","서울특별시 노원구 공릉로 166-1","02-2116-4981",""
"5268","노원","어르신체육활동사업","어르신체육활동사업","어르신","게이트볼","수 10:40~11:20","가재울게이트볼구장","20","가재울게이트볼구장","서울특별시 노원구 중계동 515-4","",""
"5267","노원","어르신체육활동사업","어르신체육활동사업","어르신","게이트볼","수 10:00~10:40","가재울게이트볼구장","20","가재울게이트볼구장","서울특별시 노원구 중계동 515-4","",""
"5266","노원","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","화 10:00~11:20","공릉보건지소","20","공릉보건지소","서울특별시 노원구 공릉로 166-1","02-2116-4981",""
"5265","노원","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","화 10:00~10:40","공릉보건지소","20","공릉보건지소","서울특별시 노원구 공릉로 166-1","02-2116-4981",""
"5264","노원","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","월 10:40~11:20","하계종합사회복지관","20","하계종합사회복지관","서울특별시 노원구 노원로16길 6-15","02-6928-0108",""
"5263","노원","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","월 10:00~10:40","하계종합사회복지관","20","하계종합사회복지관","서울특별시 노원구 노원로16길 6-15","02-6928-0108",""
"5262","도봉","일반체육활동사업","유아체육","유아","유아체육","수 10:10~10:50","선희유치원","30명","선희유치원","서울특별시 도봉구 해등로 241","02-906-1614",""
"5261","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","금 10:10~11:30","창2동 어린이집","40명","창2동 어린이집","서울특별시 도봉구 덕릉로59길 73-9","02-999-8886",""
"5260","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","목 10:10~11:30","예일어린이집","40명","예일어린이집","서울특별시 도봉구 덕릉로60자길 22","02-906-1842",""
"5259","도봉","일반체육활동사업","유아체육","유아","유아체육","목 14:10~15:30","신창어린이집","30명","신창어린이집","서울특별시 도봉구 덕릉로62길 26","",""
"5258","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","화 10:10~11:30","신창초등학교 병설유치원","30명","신창초등학교 병설유치원","서울특별시 도봉구 덕릉로60길 93","02-994-7782",""
"5257","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","월 14:20~15:40","신창초등학교","40명","신창초등학교","서울특별시 도봉구 덕릉로60길 93","02-999-8070","assinchang.cnees.kr"
"5256","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","화 14:10~15:35","숭미초등학교","40명","숭미초등학교","서울특별시 도봉구 노해로 179","02-904-9552","sungmi.sen.es.kr"
"5255","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","수 14:20~15:40","창원초등학교","40명","창원초등학교","서울특별시 도봉구 해등로 103","02-991-9167","changwon.sen.es.kr"
"5254","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","금 14:30~15:10","방학초등학교","25명","방학초등학교","서울특별시 도봉구 도당로9길 34","02-3491-6361","https://banghakcho.sen.es.kr/"
"5253","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","목 15:10~15:50","신방학초등학교","25명","신방학초등학교","서울특별시 도봉구 시루봉로173","02-956-6508","https://sbh.sen.es.kr/"
"5252","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","목 14:30~15:10","신방학초등학교","25명","신방학초등학교","서울특별시 도봉구 시루봉로173","02-956-6508","https://sbh.sen.es.kr/"
"5251","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","목 10:40~11:20","도봉2동 어린이집","20명","도봉2동 어린이집","서울특별시 도봉구 도봉로160길 34-12","02-954-2364","-"
"5250","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","목 10:00~10:40","도봉2동 어린이집","20명","도봉2동 어린이집","서울특별시 도봉구 도봉로160길 34-12","02-954-2364","-"
"5249","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","수 14:40~15:20","다울 어린이집","20명","다울 어린이집","서울특별시 도봉구 마들로 672-26","02-3493-9674","-"
"5248","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","수 14:00~14:40","다울 어린이집","20명","다울 어린이집","서울특별시 도봉구 마들로 672-26","02-3493-9674","-"
"5247","도봉","일반체육활동사업","유아체육","유아","유아체육","수 10:40~11:20","한그루 어린이집","20명","한그루 어린이집","서울특별시 도봉구 도봉로131길 86","02-907-2720","-"
"5246","도봉","일반체육활동사업","유아체육","유아","유아체육","수 10:00~10:40","한그루 어린이집","20명","한그루 어린이집","서울특별시 도봉구 도봉로131길 86","02-907-2720","-"
"5245","도봉","일반체육활동사업","유아체육","유아","유아체육","화 11:00~11:40","방학3동 어린이집","20명","방학3동 어린이집","서울특별시 도봉구 방학로11길 24(방학동)","02-3493-0009","-"
"5244","도봉","일반체육활동사업","유아체육","유아","유아체육","화 10:20~11:00","방학3동 어린이집","20명","방학3동 어린이집","서울특별시 도봉구 방학로11길 24(방학동)","02-3493-0009","-"
"5243","도봉","일반체육활동사업","유아체육","유아","유아체육","월 14:40~15:20","방학1동 어린이집","20명","방학1동 어린이집","서울특별시 도봉구 도당로27길 16(방학동)","02-3491-0509","-"
"5242","도봉","일반체육활동사업","유아체육","유아","유아체육","월 14:00~14:40","방학1동 어린이집","20명","방학1동 어린이집","서울특별시 도봉구 도당로27길 16(방학동)","02-3491-0509","-"
"5241","도봉","일반체육활동사업","유아체육","유아","유아체육","월 11:00~11:40","사랑나무 어린이집","20명","사랑나무 어린이집","서울특별시 도봉구 노해로62길 36-3","02-990-0455","https://cafe.daum.net/lovetreecare"
"5240","도봉","일반체육활동사업","유아체육","유아","유아체육","월 10:20~11:00","사랑나무 어린이집","20명","사랑나무 어린이집","서울특별시 도봉구 노해로62길 36-3","02-990-0455","https://cafe.daum.net/lovetreecare"
"5239","도봉","어르신체육활동사업","어르신체육활동사업","어르신","치매예방운동","금 10:00~10:40","사랑채요양종합복지센터","30명","사랑채요양종합복지센터","서울특별시 도봉구 도봉로133길 34","",""
"5238","도봉","어르신체육활동사업","스트레칭","어르신","스트레칭","목 15:00~15:40","한양7차아파트 경로당","15명","한양7차아파트 경로당","서울특별시 도봉구 해등로25길 41","02-993-1462",""
"5237","도봉","어르신체육활동사업","스트레칭","어르신","스트레칭","목 14:00~14:40","삼익세라믹아파트 경로당","20명","삼익세라믹아파트 경로당","서울특별시 도봉구 해등로 195","02-908-8413",""
"5236","도봉","어르신체육활동사업","치매예방운동","어르신","치매예방운동","목 11:00~11:40","동그라미요양원","25명","동그라미요양원","서울특별시 도봉구 방학로3길 103","02-989-7582",""
"5235","도봉","어르신체육활동사업","스트레칭","어르신","스트레칭","월,수 13:50~14:30","현대2차아파트 경로당","20명","현대2차아파트 경로당","서울특별시 도봉구 도봉로136길 111","",""
"5234","도봉","어르신체육활동사업","어르신 웨이트 트레이닝","어르신","어르신 웨이트 트레이닝","화 11:00~11:40","도봉노인복지관 웨이트장","30명","도봉노인복지센터","서울특별시 도봉구 도당로2길 12-13","02-993-9900","http://dobongnoin.or.kr/"
"5233","도봉","어르신체육활동사업","어르신 웨이트 트레이닝","어르신","어르신 웨이트 트레이닝","화 10:20~11:00","도봉노인복지관 웨이트장","30명","도봉노인복지센터","서울특별시 도봉구 도당로2길 12-13","02-993-9900","http://dobongnoin.or.kr/"
"5232","도봉","어르신체육활동사업","어르신 축구 기초","어르신","도봉노인복지관 웨이트 트레이닝","월, 수 10:40~11:20","다락원체육공원축구장","25명","어르신축구단","서울특별시 도봉구 창포원로 45","",""
"5231","도봉","어르신체육활동사업","어르신 축구 기초","어르신","도봉노인복지관 웨이트 트레이닝","월, 수 10:00~10:40","다락원체육공원축구장","25명","어르신축구단","서울특별시 도봉구 창포원로 45","",""
"5230","도봉","어르신체육활동사업","스트레칭","어르신","어르신 탁구교실","금 14:00~14:40","신동아제2경로당","15명","신동아제2경로당","서울특별시 도봉구 방학로 15길 40","02-956-728",""
"5229","도봉","어르신체육활동사업","치매예방운동","어르신","어르신 탁구교실","금 10:00~11:00","도봉실버데이케어센터","20명","도봉구실버데이케어센터","서울특별시 도봉구 시루봉로 133","02-955-6080",""
"5228","도봉","어르신체육활동사업","치매예방운동","어르신","어르신 탁구교실","목 15:10~15:50","창동밀알데이케어센터","30명","창동밀알데이케어센터","서울특별시 도봉구 마들로 13길 175 잼스빌딩 3층","02-995-7890",""
"5227","도봉","어르신체육활동사업","스트레칭","어르신","스트레칭","목 14:00~14:40","동아그린아파트","10명","동아그린아파트","서울특별시 도봉구 노해로 63다길 24","02-998-1046",""
"5226","도봉","어르신체육활동사업","치매예방운동","어르신","치매예방운동","목 11:00~11:40","동행데이케어센터","30명","동행데이케어센터","서울특별시 도봉구 도봉로 569 3층","02-990-8639",""
"5225","도봉","어르신체육활동사업","스트레칭","어르신","스트레칭","수 14:50~15:30","주공2단지 아파트","20명","주공2단지 아파트","서울특별시 도봉구 해등로 12길 44","",""
"5224","도봉","어르신체육활동사업","스트레칭","어르신","스트레칭","수 11:00~11:40","대림아파트","10명","대림아파트","서울특별시 도봉구 노해로 63길 67","02-998-3355",""
"5223","도봉","어르신체육활동사업","치매예방운동","어르신","치매예방운동","수 10:00~10:40","기억튼튼재활센터","30명","기억튼튼재활센터","서울특별시 도봉구 덕릉로 264","02-991-1311",""
"5222","도봉","어르신체육활동사업","스트레칭","어르신","스트레칭","화 14:00~14:40","만수정경로당","10명","만수정경로당","서울특별시 도봉구마들로 16길 56","",""
"5221","도봉","어르신체육활동사업","스트레칭","어르신","스트레칭","화 11:00~11:40","송학경로당","20명","송학경로당","서울특별시 도봉구 도당로13라길 14-3","02-3493-7212",""
"5220","도봉","어르신체육활동사업","스트레칭","어르신","스트레칭","월 15:00~15:40","북한산아이파트 아파트","20명","북한산아이파트 아파트 경로당","서울특별시 도봉구 도봉로136길 28","02-6437-4594",""
"5219","도봉","어르신체육활동사업","스트레칭","어르신","스트레칭","월 14:00~14:40","방학삼익세라믹 아파트","15명","방학세라믹아파트 경로당","서울특별시 도봉구 도당로 37","02-954-3255",""
"5218","도봉","일반체육활동사업","창도초등학교 돌봄체육교실","유소년","뉴스포츠","금 14:30~15:10","창도초등학교","30명","창도초등학교","서울특별시 도봉구 방학로 32-28","02-3492-0008","changdo.sen.es.kr"
"5217","도봉","일반체육활동사업","한별유치원 유아체육","유아","유아체육","수 10:40~11:20","한별유치원","30명","한별유치원","서울특별시 도봉구 덕릉로59아길 17","02-907-4782",""
"5216","도봉","일반체육활동사업","한별유치원 유아체육","유아","유아체육","수 10:00~10:40","한별유치원","30명","한별유치원","서울특별시 도봉구 덕릉로59아길 17","02-907-4782",""
"5215","도봉","일반체육활동사업","초당초등학교 돌봄체육교실","유소년","뉴스포츠","수 14:40~15:20","초당초등학교","25명","초당초등학교 돌봄체육교실","서울특별시 도봉구 해등로32길 11","02-956-1561","chodang.sen.es.kr"
"5214","도봉","일반체육활동사업","초당초등학교 돌봄체육교실","유소년","뉴스포츠","수 14:00~14:40","초당초등학교","25명","초당초등학교 돌봄체육교실","서울특별시 도봉구 해등로32길 11","02-956-1561","chodang.sen.es.kr"
"5213","도봉","일반체육활동사업","창동초등학교 돌봄체육교실","유소년","뉴스포츠","화 15:40~16:20","창동초등학교","25명","창동초등학교 돌봄체육교실","서울특별시 도봉구 해등로16길 81","02-900-9575","changdong-s.sen.es.kr"
"5212","도봉","일반체육활동사업","창동초등학교 돌봄체육교실","유소년","뉴스포츠","화 15:00~15:40","창동초등학교","25명","창동초등학교 돌봄체육교실","서울특별시 도봉구 해등로16길 81","02-900-9575","changdong-s.sen.es.kr"
"5211","도봉","일반체육활동사업","유아체육활동지원","유아","유아체육","화 11:10~11:50","창5동 가인어린이집","20명","창5동 가인어린이집","서울특별시 도봉구 노해로63길 43 1층","02-996-7787",""
"5210","도봉","일반체육활동사업","유아체육활동지원","유아","유아체육","화 10:30~11:10","창5동 가인어린이집","20명","창5동 가인어린이집","서울특별시 도봉구 노해로63길 43 1층","02-996-7787",""
"5209","도봉","어르신체육활동사업","도봉노인복지관 웨이트 트레이닝","어르신","도봉노인복지관 웨이트 트레이닝","월 11:00~11:40","도봉노인종합복지관","40명","도봉노인종합복지관","서울특별시 도봉구 도당로2길 12-13(쌍문동)","02-993-9900","dobongnoin.or.kr"
"5208","도봉","어르신체육활동사업","도봉노인복지관 웨이트 트레이닝","어르신","도봉노인복지관 웨이트 트레이닝","월 10:20~11:00","도봉노인종합복지관","40명","도봉노인종합복지관","서울특별시 도봉구 도당로2길 12-13(쌍문동)","02-993-9900","dobongnoin.or.kr"
"5207","도봉","어르신체육활동사업","탁구 중급","어르신","어르신 탁구교실","목 10:20~11:00","쌍문노인복지관","40명","쌍문노인복지관","서울특별시 도봉구 쌍문동 361-8","02-900-4641","http://www.smdswc.or.kr/"
"5206","도봉","어르신체육활동사업","탁구 중급","어르신","어르신 탁구교실","수 14:00~16:00","창동어르신복지관","30명","창동어르신복지관","서울특별시 도봉구 덕릉로 60차길 6","02-906-2968","http://www.changsenior.org/"
"5205","도봉","어르신체육활동사업","탁구 초급","어르신","어르신 탁구교실","월 10:00~11:00","도봉노인복지관","30명","도봉노인복지관","서울특별시 도봉구 도당로2길 12-13","02-993-9900","https://dobongnoin.or.kr/"
"5204","도봉","어르신체육활동사업","탁구 초급","어르신","탁구","화, 수, 금 10:00~12:00","도봉구행정지원센터","45명","도봉구관내 동호인","서울특별시 도봉구 노해로 63길 43","02-990-4141",""
"5203","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","금 14:30~15:50","월천초등학교","30명","월천초등학교 돌봄교실","서울특별시 도봉구 노해로70길 96","02-993-9448",""
"5202","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","목 14:30~15:50","백운초등학교","30명","백운초등학교 돌봄교실","서울특별시 도봉구 삼양로 146길 17","02-993-5727",""
"5201","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","수 14:20~15:40","신학초등학교","28명","신학초등학교 돌봄교실","서울특별시 도봉구 방학로247-21","02-956-2802",""
"5200","도봉","일반체육활동사업","유아체육","유아","유아체육","수 10:00~11:20","한별유치원","30명","한별유치원 6세","서울특별시 도봉구 덕릉로59아길 17","02-907-4782",""
"5199","도봉","일반체육활동사업","유아체육","유아","유아체육","화 09:30~11:50","도봉구청직장어린이집","40명","구청어린이집6세. 7세반","서울특별시 도봉구 마들로 656 도봉구청내 1층","02-2091-5996",""
"5198","도봉","일반체육활동사업","뉴스포츠","유소년","뉴스포츠","월 14:20~15:40","가인초등학교","30명","가인초등학교 돌봄교실","서울특별시 도봉구 도봉로136다길 4","02-997-5826","공개"
"5197","도봉","어르신체육활동사업","탁구 초급","어르신","탁구","금 10:00~12:00","도봉구행정지원센터","15명","도봉구관내 동호인","서울특별시 도봉구 노해로 63길 43","02-990-4141",""
"5196","도봉","어르신체육활동사업","탁구 초급","어르신","탁구","화 10:00~12:00","도봉구행정지원센터","15명","도봉구관내 동호인","서울특별시 도봉구 노해로 63길 43","02-990-4141",""
"5195","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","금 10:30~11:50","아이맘어린이집","20명","아이맘어린이집","서울특별시 강북구 삼각산로34길 42 (수유동)","02-991-6960",""
"5194","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","목 13:30~14:50","꼬꼬마어린이집","20명","꼬꼬마어린이집","서울특별시 강북구 한천로109길 57-15","02-981-4376","https://cafe.daum.net/kb-kokoma"
"5193","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","목 09:50~11:50","번동병설유치원","20명","번동병설유치원","서울특별시 강북구 오현로 204","02-987-1866",""
"5192","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","화,수 10:30~11:10","새서울어린이집","20명","새서울어린이집","서울특별시 강북구 삼양로19길 164 순복음새서울교회 1353동 1층 4호(미아동)","02-989-7490",""
"5191","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","월 13:30~14:10","해맞이어린이집","17명","해맞이어린이집","서울특별시 강북구 도봉로30길 53","02-986-7533","https://iseoul.seoul.go.kr/homepage/main.do?stCode=11305000013"
"5190","강북","일반체육활동사업","일반체육활동사업","유소년","학교체육","금 14:20~15:50","미양초등학교","20명","미양초등학교","서울특별시 강북구 솔샘로 195","02-989-9467","https://mi-yang.sen.es.kr/"
"5189","강북","일반체육활동사업","일반체육활동사업","유소년","학교체육","화 14:10~15:30","유현초등학교","20명","유현초등학교","서울특별시 강북구 인수봉로37길 24","02-985-3121","https://youhyeon.sen.es.kr/"
"5188","강북","일반체육활동사업","일반체육활동사업","유소년","학교체육","월 14:40~16:00","화계초등학교 체육관","20명","화계초등학교","서울특별시 강북구 솔매로50가길 25","02-986-7782","https://hwagye.sen.es.kr/"
"5187","강북","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","목 13:20~14:20","강북장애인종합복지관","10명","강북장애인종합복지관","서울특별시 강북구 오현로 189","02-989-4215","http://www.gangbukrc.or.kr/"
"5186","강북","어르신체육활동사업","어르신체육활동사업","어르신","요가","화 15:00~16:00","2단지 종합사회 복지관","20명","2단지 종합사회 복지관","서울특별시 강북구 한천로105길 24","02-987-5077","http://www.saeun.com/"
"5185","강북","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","수 14:30~15:10","강북the행복한데이케어센터","20명","강북the행복한데이케어센터","서울특별시 강북구 삼양로77길 51 에덴빌딩 2층","02-989-7421","https://cafe.naver.com/happinesscare"
"5184","강북","어르신체육활동사업","어르신체육활동사업","어르신","밴드체조","목 15:30~16:10","미아실버데이케어센터","20명","미아실버데이케어센터","서울특별시 강북구 솔매로43길 25","02-987-9955","http://cafe.naver.com/miadaycare.cafe"
"5183","강북","어르신체육활동사업","어르신체육활동사업","어르신","밴드체조","월,금 15:30~16:10","수유실버데이케어센터","20명","수유실버데이케어센터","서울특별시 강북구 노해로23길 94","02-993-4020","http://cafe.daum.net/suyudaycare"
"5182","강북","일반체육활동사업","일반체육활동사업","일반","학교체육","금 14:20~15:00/15:10~15:50","미양초등학교 체육관","20명/ 20명","미양초등학교 돌봄교실","서울특별시 강북구 솔샘로 195","02-989-9467","http://mi-yang.sen.es.kr//"
"5181","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","금 10:00~10:40/10:40~11:20","청화어린이집","13명/ 13명","청화어린이집","서울특별시 강북구 오현로 179-9","02-987-8824",""
"5180","강북","일반체육활동사업","일반체육활동사업","일반","학교체육","목 15:10~15:50","우리동네키움센터2호점","14명","우리동네키움센터2호점","서울특별시 강북구 인수봉로48길 11-3","02-903-1388",""
"5179","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","목 10:00~10:40/10:40~11:20","청화어린이집","13명/ 13명","청화어린이집","서울특별시 강북구 오현로 179-9","02-987-8824",""
"5178","강북","일반체육활동사업","일반체육활동사업","일반","학교체육","수 14:20~15:00/15:10~15:50","미양초등학교 체육관","20명/ 20명","미양초등학교 돌봄교실","서울특별시 강북구 솔샘로 195","02-989-9467","http://mi-yang.sen.es.kr//"
"5177","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","수 10:30~11:10","비테에어린이집","24명","비테에어린이집","서울특별시 강북구 솔샘로 174","02-982-3833",""
"5176","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","화 13:30~14:10/14:10~14:50","초록나라어린이집","14명/ 10명","초록나라어린이집","서울특별시 강북구 인수봉로14길 8","02-986-6148",""
"5175","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","화 10:30~11:10","비테에어린이집","24명","비테에어린이집","서울특별시 강북구 솔샘로 174","02-982-3833",""
"5174","강북","일반체육활동사업","일반체육활동사업","일반","학교체육","월 14:40~15:20/15:20~16:00","화계초등학교 체육관","20명 / 20명","화계초등학교","서울특별시 강북구 솔매로50가길 25","02-986-7782","http://hwagye.sen.es.kr/"
"5173","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","금 13:20~14:00/14:00~14:40","해맞이어린이집","14명/15명","해맞이어린이집","서울특별시 강북구 도봉로 30길 53","02-986-7533",""
"5172","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","금 10:30~11:10","해원어린이집","15명","해원어린이집","서울특별시 강북구 도봉로 76길 33","02-986-2299","https://cafe.naver.com/haewon2299"
"5171","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","목 14:15~14:55","해맞이어린이집","20명","해맞이어린이집","서울특별시 강북구 도봉로 30길 53","02-986-7533",""
"5170","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","목 10:20~11:00/11:00~11:40","새서울어린이집","19/30명","새서울어린이집","서울특별시 강북구 삼양로19길 164 순복음새서울교회 1353동 1층 4호(미아동)","02-989-7490",""
"5169","강북","일반체육활동사업","일반체육활동사업","일반","학교체육","수 14:30~15:10/15:10~15:50","우리동네키움센터 강북1호점","6명 / 8명","우리동네키움센터 강북1호점","서울특별시 강북구 삼양로 136길 30","02-993-1318",""
"5168","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","수10:30~ 11:10","비테에어린이집","24명","비테에어린이집","서울특별시 강북구 솔샘로 174","02-982-3833",""
"5167","강북","일반체육활동사업","일반체육활동사업","일반","학교체육","화 16:00~16:40/16:50~17:30","삼동지역아동센터","10명/10명","삼동지역아동센터","서울특별시 강북구 한천로 105길 24 201동 212호","02-984-3886",""
"5166","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","화 10:30~11:10","비테에어린이집","24명","비테에어린이집","서울특별시 강북구 솔샘로 174","02-982-3833",""
"5165","강북","어르신체육활동사업","일반체육활동사업","어르신","세라밴드","월 16:00~16:46","수유1동주민센터","15명","수유1동주민센터","서울특별시 강북구 삼양로 299","02-3778-4452","https://www.gangbuk.go.kr/suyu1/index.do"
"5164","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","월 13:30~14:10","해원어린이집","12명","해원어린이집","서울특별시 강북구 도봉로 76길 33","02-986-2299","https://cafe.naver.com/haewon2299"
"5163","강북","어르신체육활동사업","일반체육활동사업","어르신","생활체조","금 15:30~16:10","미아실버데이케어센터","20명","미아실버데이케어센터","서울특별시 강북구 솔매로43길 25","02-987-9955","https://cafe.naver.com/miadaycare.cafe"
"5162","강북","어르신체육활동사업","일반체육활동사업","어르신","생활체조","화 15:30~16:10","수유데이케어","20명","수유데이케어","서울특별시 강북구 노해로23길 94","02-993-4020","http://cafe.daum.net/suyudaycare"
"5161","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","금 10:30~11:10/11:10~11:50","아이맘어린이집","10명/10명","아이맘어린이집","서울특별시 강북구 삼각산로34길 42 (수유동)","02-991-6960",""
"5160","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","목 10:20~11:00/11:00~11:40","새서울어린이집","19/30명","새서울어린이집","서울특별시 강북구 삼양로19길 164 순복음새서울교회 1353동 1층 4호(미아동)","02-989-7490",""
"5159","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","목 14:30~15:10","송천동어린이집","20명","송천동어린이집","서울특별시 강북구 솔샘로60길 21 (미아동)","02-981-7391",""
"5158","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","수 10:30~ 11:40","송천동어린이집","20명","송천동어린이집","서울특별시 강북구 솔샘로60길 21 (미아동)","02-981-7391",""
"5157","강북","일반체육활동사업","일반체육활동사업","유아","유아체육","화 10:30~11:00/11:00~11:30","참빛어린이집","10/20명","참빛어린이집","서울특별시 강북구 한천로109길 81-21","02-987-6854",""
"5156","강북","일반체육활동사업","일반체육활동사업","일반","학교체육","월 14:00~14:40/14:40~15:20","우이초등학교","20/20명","우이초등학교","서울특별시 강북구 삼양로99길 36","02-991-8722","https://wooi.sen.es.kr/"
"5155","강북","어르신체육활동사업","어르신체육활동사업","어르신","요가&명상","화 10:00~10:50","강북장애인종합복지관","10","강북장애인종합복지관","서울특별시 강북구 오현로 189","02-989-4215~8","www.gangbukrc.or.kr"
"5154","강북","어르신체육활동사업","어르신체육활동사업","어르신","탁구","화,목 15:00~16:30","번동5단지종합사회복지관","20","번동5단지종합사회복지관","서울특별시 강북구 한천로 115길20","070-4333-0023","www.bun5bok.or.kr"
"5153","강북","어르신체육활동사업","어르신체육활동사업","어르신","테라밴드","목 11:00~11:50","번동2단지종합사회복지관","20","번동2단지종합사회복지관","서울특별시 강북구 한천로 105길24","02-987-5077","www.saeun.com"
"5152","강북","어르신체육활동사업","어르신체육활동사업","어르신","테라밴드","월, 금 16:00~17:20","강북보건소","20","강북보건소","서울특별시 강북구 한천로 897","","ehealth.gangbuk.go.kr"
"5151","강북","어르신체육활동사업","어르신체육활동사업","어르신","테라밴드","월, 금 14:00~14:50","강북노인종합복지관","20","강북노인종합복지관","서울특별시 강북구삼양로92길40","02-999-9179","https://www.gswc.or.kr/"
"5150","강북","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","금 15:00~15:40","강북구치매안심센터","12","강북구치매안심센터","서울특별시 강북구 삼양로19길154","02-991-9830","http://gangbuk.seouldementia.or.kr/"
"5149","강북","어르신체육활동사업","어르신체육활동사업","어르신","걷기","금 10:20~11:40","한신대학교신학대학원운동장","15","강북지역자활센터","서울특별시 강북구 덕릉로 46 신우빌딩 3층","02-982-1414",""
"5148","강북","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","목 14:00~14:40","삼성래미안트리베라아파트2차 경로당","10","삼성래미안트리베라아파트2차 경로당","서울특별시 강북구 삼양로27길19 (미아동)","",""
"5147","강북","어르신체육활동사업","어르신체육활동사업","어르신","테라밴드","목 10:00~11:20","강북구세군종합사회복지관","20","강북구세군종합사회복지관","서울특별시 강북구 인수봉로20가길24-미아동","02-984-5811","http://www.gangbuk.or.kr/"
"5146","강북","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","수 14:30~15:10","한빛경로당","10","한빛경로당","서울특별시 강북구 솔매로43길25 (미아동)","",""
"5145","강북","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","수 10:00~10:40","강북구치매안심센터(기억키움쉼터)","10","강북구치매안심센터(기억키움쉼터)","서울특별시 강북구 삼양로476-수유동","02-990-9830","https://gangbuk.seouldementia.or.kr/"
"5144","강북","어르신체육활동사업","어르신체육활동사업","어르신","스트레칭","화 15:30~15:40","번동데이케어센터","25","번동데이케어센터","서울특별시 강북구 월계로 187","02-980-3004","http://cafe.naver.com/beondongdaycare"
