,행사명,지역구,제목,내용,대상,종목,일시,장소,참가규모(명),수혜기관명,주소,전화번호,기관 홈페이지,위도,경도
227,걷기운동(성북동성곽길),성북,걷기운동,걷기운동,일반,걷기운동,월 10:00~11:50,성북동성곽길,30명,성북동성곽길,서울 성북구 삼선동1가,,,37.58468174,127.0083962
228,걷기운동(북서울꿈의숲),성북,걷기운동,걷기운동,일반,걷기운동,금 10:00~11:50,북서울꿈의숲,30명,북서울꿈의숲,서울 강북구 월계로 173 북서울꿈의숲 동문,02-3676-7330,,37.62025446,127.0443247
229,생활체조(래미안라센트아파트),성북,생활체조,생활체조,일반,생활체조,목 10:00~10:45,래미안라센트아파트,20명,래미안라센트아파트,서울 성북구 종암로24가길 80,02-917-1426,,37.59931367,127.0392269
230,걷기운동(북한산둘레길),성북,걷기운동,걷기운동,일반,걷기운동,수 10:00~11:50,북한산둘레길,30명,북한산둘레길,서울 성북구 솔샘로25길 121-50,02-3676-7330,,37.62095698,127.0068831
231,생활체조(성북구보건소),성북,생활체조,생활체조,일반,생활체조,"화, 목 15:50~17:10",성북구보건소,50명,성북구보건소,서울 성북구 화랑로 63,,http://www.sb.go.kr/bogunso/main.do,37.60271066,127.0395333
232,생활체조(정릉e편한세상아파트),성북,생활체조,생활체조,일반,생활체조,금 10:00~10:50,정릉e편한세상아파트,20명,정릉e편한세상아파트,서울 성북구 북악산로 851,02-914-1871,,37.60025102,127.0183154
233,생활체조(성북구보건소),성북,생활체조,생활체조,일반,생활체조,"월,수 16:30~17:10",성북구보건소,30명,성북구보건소,서울 성북구 화랑로63,02-2241-1749,www.sb.go.kr/bogunso/main.do ,37.60271066,127.0395333
234,생활체조(성북구보건소),성북,생활체조,생활체조,일반,생활체조,"월,수 15:50~16:30",성북구보건소,30명,성북구보건소,서울 성북구 화랑로63,02-2241-1749,www.sb.go.kr/bogunso/main.do ,37.60271066,127.0395333
235,걷기(성북동 성곽길),성북,걷기,걷기,일반,걷기,월 11:00~12:00,성북동 성곽길,30명,성북구체육회,서울 종로구 창경궁로307 성북동 성곽길 혜화문,,,37.58796215,127.003505
236,걷기(성북동 성곽길),성북,걷기,걷기,일반,걷기,월 10:00~11:00,성북동 성곽길,30명,성북구체육회,서울 종로구 창경궁로307 성북동 성곽길 혜화문,,,37.58796215,127.003505
237,걷기(북서울꿈의숲),성북,걷기,걷기,일반,걷기,금 10:00~11:20,북서울꿈의숲,30명,북서울꿈의숲,강북구 월계로 173,02-3676-7330,,37.62025446,127.0443247
238,생활체조(돈암코오롱아파트),성북,생활체조,생활체조,일반,생활체조,목 10:00~10:40,돈암코오롱아파트,20명,돈암코오롱아파트,성북구 아리랑로 75,,,37.59883026,127.0136255
239,근력운동(석관두산아파트),성북,근력운동,근력운동,일반,근력운동,목 10:00~10:45,석관두산아파트,20명,성북구보건소,서울 성북구 화랑로48길16,,,37.61376289,127.0689946
240,걷기(북한산둘레길),성북,걷기,걷기,일반,걷기,수 10:00~11:30,북한산둘레길,30명,성북구체육회,서울 성북구 삼선교로30-1,02-3676-7330,,37.58795905,127.009126
241,걷기(북서울꿈의숲),성북,걷기,걷기,일반,걷기,금 10:00~11:30,북서울꿈의숲,30명,성북구체육회,서울 성북구 삼선교로 30-1,02-36767-7330,http://www.sportssb.or.kr/ ,37.58795905,127.009126
242,밴드운동(꿈의숲코오롱하늘채아파트),성북,밴드운동,밴드운동,일반,밴드운동,수 10:00~10:45,꿈의숲코오롱하늘채아파트,30명,꿈의숲코오롱하늘채아파트,서울특별시 성북구 돌곶이로 220,,,37.61901822,127.0464327
243,걷기(성북동성곽길),성북,걷기,걷기,일반,걷기,월 10:00~11:30,성북동성곽길,30명 ,성북구체육회,서울 성북구 삼선교로 30-1,02-36767-7330,http://www.sportssb.or.kr/ ,37.58795905,127.009126
244,생활체조(돈암2동주민센터 다목적홀),성북,생활체조,생활체조,일반,생활체조,목 15:00~16:20,돈암2동주민센터 다목적홀,30명,돈암2동주민센터 다목적홀,서울 성북구 흥천사길 7,,,37.59801698,127.010539
245,생활체조(안암동주민센터 다목적홀),성북,생활체조,생활체조,일반,생활체조,수 13:30~14:50,안암동주민센터 다목적홀,30명,안암동주민센터 다목적홀,서울 성북구 고려대로16,,,37.58582076,127.0213756
246,보디빌딩(용마문화복지센터),중랑,보디빌딩,보디빌딩,성인,보디빌딩,"화,목 10:00~11:00",용마문화복지센터,10명,용마문화복지센터,서울 중랑구 용마산로 393,,,37.587003,127.0951883
247,뮤직복싱(유린원광사회복지관),중랑,뮤직복싱,뮤직복싱,성인,뮤직복싱,화 09:30~10:20,유린원광사회복지관,50명,유린원광사회복지관,서울 중랑구 신내로 56,0507-1349-4011,http://www.yurin.or.kr/,37.60447047,127.0959157
248,헬스(홍제천 인근),서대문,우리동네파크트레이너,우리동네파크트레이너,일반,헬스,수 10:00~12:00,홍제천 인근,30,,서울 서대문구 연희동 170-181,02-330-1126,,37.5798169,126.9356641
249,헬스(홍제천 인근),서대문,우리동네파크트레이너,우리동네파크트레이너,일반,헬스,월 10:00~12:00,홍제천 인근,30,,서울 서대문구 연희동 170-181,02-330-1126,,37.5798169,126.9356641
250,생활체조(기원주간보호센터),은평,생활체조,생활체조,일반,생활체조,목 14:00~14:50,기원주간보호센터,11명,기원주간보호센터,서울 은평구 통일로87길 6-19,,http://www.kiwon.org/ ,37.62387621,126.9188258
251,요가(두근두근도서관),은평,요가,요가 일반 수업,일반,요가,"수,금 10:00~10:50 ",두근두근도서관,15명,두근두근도서관,서울 은평구 진관2로 90,,,37.63380608,126.9256884
252,요가(산책마을 작은도서관),은평,요가,요가 일반 수업,일반,요가,"월,목 10:00~10:50",산책마을 작은도서관,15명,산책마을 작은도서관,서울 은평구 연서로 46길 7 ,02-351-3677,,37.63396525,126.9326829
253,배드민턴( 용두문화복지센터 (체육관)),동대문,배드민턴,배드민턴,일반,배드민턴,"화,수 10:00~11:30", 용두문화복지센터 (체육관),15명,용두문화복지센터,서울 동대문구 고산자로28길 13,02-6929-2647,,37.57532359,127.0391728
254,라인댄스(광장종합사회복지관),광진,라인댄스,라인댄스,일반,라인댄스,금 14:00~14:50,광장종합사회복지관,,,서울 광진구 아차산로66길 8 2층,,http://www.gj.or.kr/xe/,37.54103356,127.0970671
255,댄스스포츠(자양종합사회복지관),광진,댄스스포츠,댄스스포츠,일반,댄스스포츠,수 15:00~16:00,자양종합사회복지관,,,서울 광진구 자양번영로 35,02-458-1665,http://www.jayang.or.kr/,37.53289841,127.0752337
256,배드민턴(광장종합사회복지관),광진,배드민턴,배드민턴,일반,배드민턴,화 16:10~17:00,광장종합사회복지관,,,서울 광진구 아차산로66길 8 2층,,http://www.gj.or.kr/xe/,37.54103356,127.0970671
257,요가(광장종합사회복지관),광진,요가,요가,일반,요가,화 15:30~16:10,광장종합사회복지관,,,서울 광진구 아차산로66길 8 2층,,http://www.gj.or.kr/xe/,37.54103356,127.0970671
258,헬스(광진구청보건소 체력단련실),광진,헬스,헬스,일반,헬스,금 09:30~10:30,광진구청보건소 체력단련실,10명,광진구청보건소 체력단련실,서울 광진구 자양로 117,,https://www.gwangjin.go.kr/health/main/main.do,37.53853161,127.0819098
259,헬스(보건소 보건교육실),광진,헬스,헬스,성인,헬스,목 14:10~14:50,보건소 보건교육실,30명,광진구보건소,서울 광진구 자양로 117,02-450-1422,www.gwangjin.go.kr/health/main/main.do ,37.53853161,127.0819098
260,헬스(보건소 보건교육실),광진,헬스,헬스,성인,헬스,목 13:30~14:10,보건소 보건교육실,30명,광진구보건소,서울 광진구 자양로 117,02-450-1422,www.gwangjin.go.kr/health/main/main.do ,37.53853161,127.0819098
261,헬스(보건소 체력단련장),광진,헬스,헬스,성인,헬스,수 9:20~10:00,보건소 체력단련장,20명,광진구보건소,서울 광진구 자양로 117,02-450-1422,www.gwangjin.go.kr/health/main/main.do ,37.53853161,127.0819098
262,헬스(보건소 체력단련장),광진,헬스,헬스,성인,헬스,화 10:00~10:40,보건소 체력단련장,20명,광진구보건소,서울 광진구 자양로 117,02-450-1422,www.gwangjin.go.kr/health/main/main.do ,37.53853161,127.0819098
263,헬스(보건소 체력단련장),광진,헬스,헬스,성인,헬스,화 9:20~10:00,보건소 체력단련장,20명,광진구보건소,서울 광진구 자양로 117,02-450-1422,www.gwangjin.go.kr/health/main/main.do ,37.53853161,127.0819098
264,라인댄스(구의1동주민센터),광진,라인댄스,라인댄스,일반,라인댄스,금 10:40~11:20,구의1동주민센터,,,구의1동주민센터,02-450-1210,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,37.55528505,127.1023537
265,리듬댄스(구의1동주민센터),광진,리듬댄스,리듬댄스,일반,리듬댄스,금 10:00~10:40,구의1동주민센터,,,구의1동주민센터,02-450-1210,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,37.55528505,127.1023537
266,라인댄스(화양동 주민센터),광진,라인댄스,라인댄스,일반,라인댄스,목 11:50~12:30,화양동 주민센터,,,서울 광진구 능동로17길 39,02-450-1515,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,37.54652678,127.0712676
267,리듬댄스(화양동 주민센터),광진,리듬댄스,리듬댄스,일반,리듬댄스,목 11:00~11:40,화양동 주민센터,,,서울 광진구 능동로17길 39,02-450-1515,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,37.54652678,127.0712676
268,라인댄스(자양2동주민센터),광진,라인댄스,라인댄스,일반,라인댄스,화 14:50~16:30,자양2동주민센터,,,자양2동주민센터,02-450-1603,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,36.34358218,127.4539153
269,근력운동(자양2동주민센터),광진,근력운동,근력운동,일반,근력운동,화 14;00~14:40,자양2동주민센터,,,자양2동주민센터,02-450-1603,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,36.34358218,127.4539153
270,라인댄스(자양1동주민센터),광진,라인댄스,라인댄스,일반,라인댄스,화 11:50~12:30,자양1동주민센터,,,자양1동주민센터,02-450-1285,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,36.06973351,129.0656911
271,줌바댄스(자양1동주민센터),광진,줌바댄스,줌바댄스,일반,줌바댄스,화 11:00~11:40,자양1동주민센터,,,자양1동주민센터,02-450-1285,https://www.gwangjin.go.kr/dong/main/main.do?dongCd=10,36.06973351,129.0656911
272,축구(성동구민종합체육센터),성동,축구,축구,일반,축구,"화, 목 16:00~17:00",성동구민종합체육센터,20명,성동구민종합체육센터,서울 성동구 왕십리로 89,02-2204-7617,https://www.happysd.or.kr/index.do,37.54584153,127.044028
273,요가(구립장애인주간보호센터),용산,요가,요가,일반,요가,목 14:30~15:10 금 14:30~15:10,구립장애인주간보호센터,20명,구립장애인주간보호센터,용산구 한강대로 331 3층,02-701-4282,https://happylog.naver.com/hlog/yongsan4282/home,37.54790166,126.9714991
274,요가(구립용산장애인복지관),용산,요가,요가,일반,요가,월 13:40~14:20 목 13:00~13:40 ,구립용산장애인복지관,20명,구립용산장애인복지관,효창원로 93길 49,070-4657-2018,http://www.ysrehab.or.kr/,37.54730707,126.961569
275,요가(효창주민센터),용산,요가,요가,일반,요가,월 11:00 ~11:50 수 11:00 ~11:50,효창주민센터,20명,햇빛자리주간보호시설,효창원로 161 효창주민센터 5층 대강당,,,37.54250834,126.9618379
276,스트레칭(효창종합사회복지관),용산,스트레칭,스트레칭,일반,스트레칭,금 09:30 ~ 12:00,효창종합사회복지관,30명,효창종합사회복지관,효창동 5-65,,https://www.hyochang.or.kr:6017/,37.54118506,126.9630008
277,테라밴드(효창종합사회복지관),용산,테라밴드,테라밴드,일반,테라밴드,목 09:30 ~ 12:00,효창종합사회복지관,30명,효창종합사회복지관,효창동 5-65,,https://www.hyochang.or.kr:6017/,37.54118506,126.9630008
278,스트레칭(효창종합사회복지관),용산,스트레칭,스트레칭,일반,스트레칭,수 09:30 ~ 12:00,효창종합사회복지관,30명,효창종합사회복지관,효창동 5-65,,https://www.hyochang.or.kr:6017/,37.54118506,126.9630008
279,덤벨체조(효창종합사회복지관),용산,덤벨체조,덤벨체조,일반,덤벨체조,화 09:30 ~ 12:00,효창종합사회복지관,30명,효창종합사회복지관,효창동 5-65,,https://www.hyochang.or.kr:6017/,37.54118506,126.9630008
280,스트레칭(효창종합사회복지관),용산,스트레칭,스트레칭,일반,스트레칭,월 09:30 ~ 12:00,효창종합사회복지관,30명,효창종합사회복지관,효창동 5-65,,https://www.hyochang.or.kr:6017/,37.54118506,126.9630008
281,헬스(신당종합사회복지관),중구,헬스,헬스,여성,헬스,수 15:00~15:40,신당종합사회복지관,20명,신당종합사회복지관,중구 동호로11길 22 신당종합사회복지관,02-2231-1876,http://www.shindang.or.kr/,37.55436136,127.0095231
282,헬스(다산동주민센터),중구,헬스,헬스,일반,헬스,목 14:00~14:40,다산동주민센터,15명,다산동주민센터,서울 중구 동호로 15길50,02-3396-6740,http://www.junggu.seoul.kr/dong/dasan/main.do,37.55433289,127.0082945
283,헬스(청구동주민센터),중구,헬스,헬스,일반,헬스,목 10:00~10:40,청구동주민센터,15명,청구동주민센터,서울 중구 청구로 3길55,02-3396-6800,http://www.junggu.seoul.kr/dong/cheonggu/main.do,37.55706761,127.0146854
284,헬스(다산동주민센터),중구,헬스,헬스,일반,헬스,화 14:00~14:40,다산동주민센터,15명,다산동주민센터,서울 중구 동호로 15길50,02-3396-6740,http://www.junggu.seoul.kr/dong/dasan/main.do,37.55433289,127.0082945
285,헬스(청구동주민센터),중구,헬스,헬스,일반,헬스,화 10:00~10:40,청구동주민센터,15명,청구동주민센터,서울 중구 청구로 3길55,02-3396-6800,http://www.junggu.seoul.kr/dong/cheonggu/main.do,37.55706761,127.0146854
286,기타체육(종로1234가동주민센터),종로,기타체육,교구를 이용한 신체활동,일반(성인),기타체육,월16:00~16:40,종로1234가동주민센터,20명,종로1234가동주민센터,"서울특별시 종로구 삼일대로30길 47 종로1,2,3,4가동 주민센터",02-2148-5253,,37.57449203,126.9902334
287,"헬스, 근력운동(황학동주민센터)",중구,"헬스, 근력운동","헬스, 근력운동",일반,"헬스, 근력운동","수,금 10:30~11:30",황학동주민센터,20명,황학동주민센터,서울특별시 중구 난계로11길 52,02-3396-6907,,37.56742273,127.0213823
288,에어로빅(훈련원공원종합체육관),중구,에어로빅,에어로빅,일반,에어로빅,"월, 수, 금 10:10~11:00",훈련원공원종합체육관,14명,중구시설관리공단,서울 중구 을지로227 훈련원공원 내,02-2280-8394,http://www.e-junggu.or.kr/,37.56692913,127.0043893
